,product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,,escrow,product_link,vendor_link,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR
2456,45GR COCAINE 90%,NL  â†’ EU,45,90,1.02,0.022666667,0.025185185,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=260854.285199,http://lchudifyeqm4ldjj.onion/contactMember?member=Mister-Molly,Mister-Molly,90,4.63,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2471,4G COCAINE 89% - STRAIGHT FROM THE BRICK-,NL  â†’ EU,4,89,0.1097,0.027425,0.030814607,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=611923.846603,http://lchudifyeqm4ldjj.onion/contactMember?member=0ldamsterdamm,0ldamsterdamm,620,4.94,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2472,4G COCAINE 90% - Straight From The BRICK,NL  â†’ EU,4,90,0.0979,0.024475,0.027194444,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=811507.744664,http://lchudifyeqm4ldjj.onion/contactMember?member=DiscounterNL,DiscounterNL,70,4.76,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2475,4G PERUVIAN COKE 90%+ âž¡ FROM DE+TRACK+LAB,"DE  â†’ EU, GB",4,90,0.107,0.02675,0.029722222,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=495103.907530,http://lchudifyeqm4ldjj.onion/contactMember?member=Post-Guy,Post-Guy,20,5,DE,"EU, GB",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2476,4G PERUVIAN COKE 90%+ âž¡ FROM UK+TRACK+LAB,"DE  â†’ EU, GB",4,90,0.107,0.02675,0.029722222,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=552819.23135,http://lchudifyeqm4ldjj.onion/contactMember?member=Post-Guy,Post-Guy,20,5,DE,"EU, GB",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2479,4GR   PURE  COCAINE  89% - 91%   *** FREE SHIPPING,"NL  â†’ WW, EU",4,89,0.1176,0.0294,0.033033708,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=279135.702748,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchTurtles,DutchTurtles,40,4.82,NL,"WW, EU",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2483,4g Cocaine / Kokain Peruvian 93%,DE  â†’ WW,4,93,0.1716,0.0429,0.046129032,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=307422.349691,http://lchudifyeqm4ldjj.onion/contactMember?member=JohnsonAndJohnson,JohnsonAndJohnson,250,4.87,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2490,4g Cocaine Pure Flakes 90%+,"FR  â†’ FR, EU",4,90,0.172,0.043,0.047777778,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=820286.871883,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaColaFR,CocaColaFR,540,4.86,FR,"FR, EU",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2502,4gr PURE COCAINE 89-91%    ******LIMITED TIME DISC,NL  â†’ WW,4,91,0.0995,0.024875,0.027335165,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=198663.514327,http://lchudifyeqm4ldjj.onion/contactMember?member=Aliexpressss,Aliexpressss,310,4.74,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2504,4gr cocaine pure 92%,FR  â†’ WW,4,92,0.152,0.038,0.041304348,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=206104.507470,http://lchudifyeqm4ldjj.onion/contactMember?member=lafrenchconnection,lafrenchconnection,260,4.89,FR,WW,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2505,4gr | Cocaine 88% Pure | PROMO,"NL  â†’ WW, EU",4,88,0.0927,0.023175,0.026335227,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=109119.825683,http://lchudifyeqm4ldjj.onion/contactMember?member=Redbull7,Redbull7,430,4.85,NL,"WW, EU",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2509,5 G COCAINE 92%+,"DE  â†’ EU, WW",5,92,0.1288,0.02576,0.028,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=873044.484679,http://lchudifyeqm4ldjj.onion/contactMember?member=FD-TOPSERVICE,FD-TOPSERVICE,80,4.88,DE,"EU, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2511,5 G â˜…â˜… COCAINE PURE UNCUT 90% â˜…&,DE  â†’ WW,5,90,0.1417,0.02834,0.031488889,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=151036.661490,http://lchudifyeqm4ldjj.onion/contactMember?member=dutchcandyshop,dutchcandyshop,40,4.66,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2514,5 GR 88% (tested) uncut clean Flake COCAINE!!,DE  â†’ WW,5,88,0.1649,0.03298,0.037477273,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=382570.934215,http://lchudifyeqm4ldjj.onion/contactMember?member=2good4DN,2good4DN,540,4.8,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2515,5 GR 90%+ Pure Uncut Colombian Flakes!!!,NL  â†’ EU,5,90,0.1443,0.02886,0.032066667,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=146094.481144,http://lchudifyeqm4ldjj.onion/contactMember?member=cartmanproducts,cartmanproducts,350,4.99,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2518,5 GR Cocaine 93% Pure  for 255 Euro   ESCROW,"DE  â†’ DE, WW",5,93,0.1314,0.02628,0.028258065,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=402225.433326,http://lchudifyeqm4ldjj.onion/contactMember?member=Gofastteam,Gofastteam,3250,4.91,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2522,5 GR PREMIUM QUALITY COCAINE - PERU 90%,"DE  â†’ DE, WW",5,90,0.1546,0.03092,0.034355556,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=510336.146742,http://lchudifyeqm4ldjj.onion/contactMember?member=MissNarco,MissNarco,28,4.39,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2523,"5 GR SAMPLE Top quality Cocaine PERU, 91% purity",NL  â†’ WW,5,91,0.1417,0.02834,0.031142857,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=839247.186655,http://lchudifyeqm4ldjj.onion/contactMember?member=ING-BANK,ING-BANK,110,4.94,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2526,5 GRAM COCAINE FISHSCALE PURE FLAKE 90% ***PROMOTI,NL  â†’ EU,5,90,0.1288,0.02576,0.028622222,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=316693.566603,http://lchudifyeqm4ldjj.onion/contactMember?member=amsterdamflex,amsterdamflex,180,4.88,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2529,5 GRAMS COLOMBIAN COCAINE 93% + FREE SHIPPING,"DE  â†’ EU, WW",5,93,0.1288,0.02576,0.027698925,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=823576.312596,http://lchudifyeqm4ldjj.onion/contactMember?member=medicalzNL,medicalzNL,100,4.78,DE,"EU, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2530,5 GRAMS OF ECUADORIAN FLAKE COCAINE 90%,BE  â†’ WW,5,90,0.175,0.035,0.038888889,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=630430.902530,http://lchudifyeqm4ldjj.onion/contactMember?member=Foreigner,Foreigner,70,4.98,BE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2535,5 Gram Bolivian Coke 90% LOW PRICES!!!!!,"DE  â†’ DE, WW",5,90,0.1288,0.02576,0.028622222,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=868802.852316,http://lchudifyeqm4ldjj.onion/contactMember?member=Gofastteam,Gofastteam,3250,4.91,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2536,5 Gram First Class Colombian Cocaine 90%+,DE  â†’ DE,5,90,0.103,0.0206,0.022888889,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=962534.318812,http://lchudifyeqm4ldjj.onion/contactMember?member=mrdrogenkommandant,mrdrogenkommandant,1700,4.89,DE,DE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2544,5 gr A+ COCAINE CRYSTAL 90% purity ACTION,NL  â†’ WW,5,90,0.1236,0.02472,0.027466667,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=720724.893426,http://lchudifyeqm4ldjj.onion/contactMember?member=MRexclusive,MRexclusive,140,4.99,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2545,5 gr AAA+ COCAINE FLAKES 90%,NL  â†’ WW,5,90,0.1675,0.0335,0.037222222,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=930548.953262,http://lchudifyeqm4ldjj.onion/contactMember?member=MRexclusive,MRexclusive,140,4.99,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2549,5 gr Colombian crystal cocaine 90% ACTION,NL  â†’ WW,5,90,0.1236,0.02472,0.027466667,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=833592.925041,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2552,5 gr PERUVIAN 94%,"DE  â†’ DE, WW",5,94,0.1133,0.02266,0.024106383,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=850473.889192,http://lchudifyeqm4ldjj.onion/contactMember?member=BVB09ARMY,BVB09ARMY,60,4.55,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2553,5 gr Peruvian fishcale cocaine 90%,NL  â†’ WW,5,90,0.1546,0.03092,0.034355556,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=480836.564465,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2556,5 gr Uncut Cocaine 90% ***Top quality***Free Shipp,BE  â†’ WW,5,90,0.1355,0.0271,0.030111111,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=829467.134400,http://lchudifyeqm4ldjj.onion/contactMember?member=SeeBuyFly,SeeBuyFly,1,5,BE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2557,5 gr Uncut Colombian cocaine 89% pure,DE  â†’ WW,5,89,0.1608,0.03216,0.036134831,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=811514.547197,http://lchudifyeqm4ldjj.onion/contactMember?member=The_Goodfellas-1,The_Goodfellas-1,520,4.99,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2558,5 gr cocaine 70%,NL  â†’ WW,5,70,0.0901,0.01802,0.025742857,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=582463.588024,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2560,5 gram 92% uncut Cocaine [LABTESTED],DE  â†’ WW,5,92,0.1236,0.02472,0.026869565,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=935028.678017,http://lchudifyeqm4ldjj.onion/contactMember?member=total-drugs,total-drugs,100,4.76,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2564,5 gram Columbian Cocaine 92%,EU  â†’ WW,5,92,0.1133,0.02266,0.024630435,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=646935.925942,http://lchudifyeqm4ldjj.onion/contactMember?member=AmsterdamNL,AmsterdamNL,150,4.93,EU,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2567,5 gram HQ Peruvian flakes 90 %,IT  â†’ WW,5,90,0.219,0.0438,0.048666667,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=247690.978646,http://lchudifyeqm4ldjj.onion/contactMember?member=g00d00,g00d00,220,4.91,IT,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
