,product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,,escrow,product_link,vendor_link,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR
493,1 GR 88% (tested) uncut clean Flake COCAINE!!,DE  â†’ WW,1,88,0.0608,0.0608,0.069090909,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=40489.826906,http://lchudifyeqm4ldjj.onion/contactMember?member=2good4DN,2good4DN,540,4.8,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
494,1 GR 90%+ Pure Uncut Colombian Flakes!!!,NL  â†’ EU,1,90,0.0283,0.0283,0.031444444,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=344571.596849,http://lchudifyeqm4ldjj.onion/contactMember?member=cartmanproducts,cartmanproducts,350,4.99,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
497,1 GR Cocaine 93% Pure  for 60 Euro   ESCROW,"DE  â†’ DE, WW",1,93,0.0309,0.0309,0.033225806,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=703066.315899,http://lchudifyeqm4ldjj.onion/contactMember?member=Gofastteam,Gofastteam,3250,4.91,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
498,1 GR Colombian Cocaine UNCUT90%â˜… INTRO OFFER,"NL  â†’ EU, WW",1,90,0.02577,0.02577,0.028633333,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=689971.264162,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
503,1 GR PREMIUM QUALITY COCAINE - PERU 90%,"DE  â†’ DE, WW",1,90,0.0309,0.0309,0.034333333,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=978953.260257,http://lchudifyeqm4ldjj.onion/contactMember?member=MissNarco,MissNarco,28,4.39,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
505,"1 GR SAMPLE Top quality Cocaine PERU, 91% purity",NL  â†’ WW,1,91,0.0345,0.0345,0.037912088,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=409361.230335,http://lchudifyeqm4ldjj.onion/contactMember?member=ING-BANK,ING-BANK,110,4.94,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
508,1 GRAM *** UNCUT COCAINE 90% ***,"GB  â†’ GB, EU",1,90,0.04109,0.04109,0.045655556,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=120360.551992,http://lchudifyeqm4ldjj.onion/contactMember?member=High_Nation,High_Nation,110,5,GB,"GB, EU",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
509,1 GRAM 90% PURE COCAINE FLAKE,"GB  â†’ GB, EU",1,90,0.04109,0.04109,0.045655556,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=476507.759838,http://lchudifyeqm4ldjj.onion/contactMember?member=High_Nation,High_Nation,110,5,GB,"GB, EU",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
511,1 GRAM COCAINE FISHSCALE PURE FLAKE 90% ***PROMOTI,NL  â†’ EU,1,90,0.0283,0.0283,0.031444444,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=882381.495609,http://lchudifyeqm4ldjj.onion/contactMember?member=amsterdamflex,amsterdamflex,180,4.88,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
513,1 GRAM FLAKE- HIGH PURITY COCAINE 90% *** A +++,"GB  â†’ GB, EU",1,90,0.041,0.041,0.045555556,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=258922.256367,http://lchudifyeqm4ldjj.onion/contactMember?member=High_Nation,High_Nation,110,5,GB,"GB, EU",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
514,1 GRAM OF ECUADORIAN FLAKE COCAINE 90%,BE  â†’ WW,1,90,0.03659,0.03659,0.040655556,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=245290.101012,http://lchudifyeqm4ldjj.onion/contactMember?member=Foreigner,Foreigner,70,4.98,BE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
517,1 GRAM UNCUT PERUVIAN COCAINE 79% EC LABTESTED!,DE  â†’ WW,1,79,0.0309,0.0309,0.039113924,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=921292.313856,http://lchudifyeqm4ldjj.onion/contactMember?member=BASFGROUP,BASFGROUP,110,4.89,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
518,1 GRAMS COLOMBIAN COCAINE 93% + FREE SHIPPING,"DE  â†’ EU, WW",1,93,0.0283,0.0283,0.030430108,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=366028.198968,http://lchudifyeqm4ldjj.onion/contactMember?member=medicalzNL,medicalzNL,100,4.78,DE,"EU, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
528,1 Gram Bolivian Coke 90% LOW PRICES!!!!!,"DE  â†’ DE, WW",1,90,0.0283,0.0283,0.031444444,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=40223.287726,http://lchudifyeqm4ldjj.onion/contactMember?member=Gofastteam,Gofastteam,3250,4.91,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
529,1 Gram First Class Colombian Cocaine 90%+,DE  â†’ DE,1,90,0.02577,0.02577,0.028633333,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=871755.485770,http://lchudifyeqm4ldjj.onion/contactMember?member=mrdrogenkommandant,mrdrogenkommandant,1700,4.89,DE,DE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
534,1 Gram of 84% Peruvian Flake Cocaine,"GB  â†’ GB, WW",1,84,0.04109,0.04109,0.048916667,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=803099.951886,http://lchudifyeqm4ldjj.onion/contactMember?member=JehovahUK,JehovahUK,2450,4.97,GB,"GB, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
536,1 Gram of Cocaine - GOLD QUALITY 75% PURE,AU  â†’ AU,1,75,0.0862,0.0862,0.114933333,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=215317.329678,http://lchudifyeqm4ldjj.onion/contactMember?member=Uncut_Ozzie_Rox,Uncut_Ozzie_Rox,50,4.9,AU,AU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
537,1 Gram of Cocaine - PLATINUM QUALITY +90% PURE,AU  â†’ AU,1,90,0.1273,0.1273,0.141444444,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=556105.146440,http://lchudifyeqm4ldjj.onion/contactMember?member=Uncut_Ozzie_Rox,Uncut_Ozzie_Rox,50,4.9,AU,AU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
539,1 Gram of First Class Peruvian Cocaine 90% Pure,DE  â†’ DE,1,90,0.02989,0.02989,0.033211111,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=457003.8512,http://lchudifyeqm4ldjj.onion/contactMember?member=mrdrogenkommandant,mrdrogenkommandant,1700,4.89,DE,DE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
543,1 KG COCAINE FISHSCALE PURE FLAKE 90% ***PROMO,NL  â†’ EU,1000,90,20.48,0.02048,0.022755556,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=198398.486472,http://lchudifyeqm4ldjj.onion/contactMember?member=amsterdamflex,amsterdamflex,180,4.88,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
548,"1 KG Top quality Cocaine  from PERU, 91% purity",NL  â†’ WW,1000,91,18.8,0.0188,0.020659341,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=51949.370630,http://lchudifyeqm4ldjj.onion/contactMember?member=ING-BANK,ING-BANK,110,4.94,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
549,1 Kilo Brick Cocain 90%+ Pure Flakes Uncut Colombi,NL  â†’ EU,1000,90,14.94,0.01494,0.0166,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=832683.356861,http://lchudifyeqm4ldjj.onion/contactMember?member=supercoop,supercoop,720,4.96,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
551,"1 g 93% Pure Cocaine, Quality guaranteed, 2 max :)",GB  â†’ WW,1,93,0.02036,0.02036,0.021892473,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=485850.856660,http://lchudifyeqm4ldjj.onion/contactMember?member=undergroundcoco,undergroundcoco,110,4.66,GB,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
552,"1 g 95% Pure Cocaine, Quality guaranteed, 2 max :)",GB  â†’ WW,1,95,0.02036,0.02036,0.021431579,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=183674.584460,http://lchudifyeqm4ldjj.onion/contactMember?member=undergroundcoco,undergroundcoco,110,4.66,GB,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
555,1 g FISHSCALE COCAINE high purity 89%FREE SHIPING,"ES  â†’ EU, N. America",1,89,0.0335,0.0335,0.037640449,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=645822.936775,http://lchudifyeqm4ldjj.onion/contactMember?member=Sons-Of-Anarchy,Sons-Of-Anarchy,470,4.71,ES,"EU, N. America",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
559,1 gr A+COCAINE CRYSTAL 90% purity,NL  â†’ WW,1,90,0.0335,0.0335,0.037222222,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=928746.956619,http://lchudifyeqm4ldjj.onion/contactMember?member=MRexclusive,MRexclusive,140,4.99,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
560,1 gr AAA+ COCAINE FLAKES 90%,NL  â†’ WW,1,90,0.03607,0.03607,0.040077778,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=243748.68035,http://lchudifyeqm4ldjj.onion/contactMember?member=MRexclusive,MRexclusive,140,4.99,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
563,1 gr Colombian crystal cocaine 90%,NL  â†’ WW,1,90,0.0309,0.0309,0.034333333,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=76013.433372,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
565,1 gr PERUVIAN 94%,"DE  â†’ DE, WW",1,94,0.0283,0.0283,0.030106383,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=841281.574889,http://lchudifyeqm4ldjj.onion/contactMember?member=BVB09ARMY,BVB09ARMY,60,4.55,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
566,1 gr PERUVIAN 94% FE,"DE  â†’ DE, WW",1,94,0.0237,0.0237,0.025212766,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=25594.398660,http://lchudifyeqm4ldjj.onion/contactMember?member=BVB09ARMY,BVB09ARMY,60,4.55,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
567,1 gr Peruvian fishcale cocaine 90%,NL  â†’ WW,1,90,0.03607,0.03607,0.040077778,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=881789.63327,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
569,1 gr Uncut Cocaine 90% ***Top quality***Free Shipp,BE  â†’ WW,1,90,0.02715,0.02715,0.030166667,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=500975.768110,http://lchudifyeqm4ldjj.onion/contactMember?member=SeeBuyFly,SeeBuyFly,1,5,BE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
570,1 gr cocaine 70%,NL  â†’ WW,1,70,0.0206,0.0206,0.029428571,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=256723.537207,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
571,1 gr cocaine pure 92%,FR  â†’ WW,1,92,0.0376,0.0376,0.040869565,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=587019.448715,http://lchudifyeqm4ldjj.onion/contactMember?member=lafrenchconnection,lafrenchconnection,260,4.89,FR,WW,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
